Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,222.529999,223.000000,211.940002,218.289993,212.188522,124578300
2021-01-08,218.679993,220.580002,212.740005,213.020004,207.065857,118804700
2021-01-15,213.520004,226.300003,212.029999,224.970001,218.681793,130714100
2021-01-22,227.080002,242.639999,224.220001,238.929993,232.251617,231476200
2021-01-29,235.990005,245.089996,231.350006,242.009995,235.245544,154187800
2021-02-05,242.229996,245.919998,240.419998,244.490005,237.656204,101769500
2021-02-12,243.929993,246.130005,240.860001,243.789993,236.975784,81868700
2021-02-19,243.750000,243.860001,227.880005,228.990005,223.102097,157820100
2021-02-26,231.529999,237.470001,224.259995,226.729996,220.900253,164713000
2021-03-05,229.520004,239.169998,226.460007,237.130005,231.032806,169875100
2021-03-12,234.009995,240.059998,230.330002,230.720001,224.787643,141175900
2021-03-19,231.020004,241.050003,229.350006,232.339996,226.365997,167878100
2021-03-26,231.550003,242.839996,231.100006,242.350006,236.118607,149460900
2021-04-02,242.759995,254.139999,242.699997,253.250000,246.738358,106187500
2021-04-09,252.869995,259.929993,252.440002,259.500000,252.827621,124011400
2021-04-16,259.470001,261.779999,255.639999,257.170013,250.557541,117447400
2021-04-23,257.880005,263.190002,249.000000,252.509995,246.017365,159732200
2021-04-30,249.740005,254.350006,244.690002,249.729996,243.308838,131720200
2021-05-07,252.149994,254.300003,238.070007,243.029999,236.781113,156283100
2021-05-14,245.580002,249.179993,238.600006,246.479996,240.142395,116579800
2021-05-21,247.570007,252.940002,244.740005,249.309998,243.460510,103176700
2021-05-28,251.000000,252.080002,243.000000,245.710007,239.944977,86197900
2021-06-04,247.759995,257.459991,247.509995,257.239990,251.204453,113316500
2021-06-11,257.989990,261.750000,254.419998,260.899994,254.778610,110974600
2021-06-18,259.630005,267.850006,257.920013,266.690002,260.432770,129558000
2021-06-25,266.230011,271.839996,264.760010,271.600006,265.227539,103520700
2021-07-02,272.820007,280.690002,272.500000,277.420013,270.911011,105902200
2021-07-09,275.720001,283.660004,275.320007,281.029999,274.436310,114686400
2021-07-16,282.070007,286.420013,274.450012,286.140015,279.426422,133130500
2021-07-23,287.369995,290.149994,282.950012,286.500000,279.777924,131283500
2021-07-30,285.170013,289.630005,283.739990,289.519989,282.727020,85182700
2021-08-06,288.510010,291.549988,285.200012,289.809998,283.010284,79840700
2021-08-13,289.480011,297.470001,288.640015,296.769989,289.806946,112495400
2021-08-20,299.720001,305.839996,298.059998,299.089996,292.631714,119495800
2021-08-27,298.989990,305.190002,296.829987,301.149994,294.647186,100508500
2021-09-03,300.989990,302.600006,297.000000,297.250000,290.831421,66902100
2021-09-10,298.420013,305.320007,294.079987,305.220001,298.629333,113046800
2021-09-17,304.170013,304.500000,289.519989,299.559998,293.091522,147246200
2021-09-24,298.230011,299.799988,281.619995,281.920013,275.832428,140454200
2021-10-01,282.119995,296.640015,280.250000,294.850006,288.483276,134863100
2021-10-08,296.220001,303.269989,292.350006,302.750000,296.212708,105637600
2021-10-15,302.339996,311.019989,300.519989,310.760010,304.049713,99251400
2021-10-22,310.399994,326.100006,306.459991,324.350006,317.346283,141997700
2021-10-29,324.130005,336.540009,323.899994,336.440002,329.175201,133818600
2021-11-05,338.510010,338.790009,329.920013,332.429993,325.251801,107125200
2021-11-12,333.920013,342.450012,333.790009,341.269989,333.900940,102957700
2021-11-19,342.640015,349.670013,333.559998,337.910004,331.218262,105083400
2021-11-26,334.350006,339.279999,327.799988,329.489990,322.965057,159769900
2021-12-03,331.989990,336.489990,318.029999,333.100006,326.503540,149809000
2021-12-10,334.980011,343.790009,323.019989,324.899994,318.465942,181849700
2021-12-17,320.880005,336.390015,317.250000,334.690002,328.062042,145266700
2021-12-24,335.459991,344.299988,335.429993,339.320007,332.600372,66645000
